OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0007266-1982,Sample,Water,,5/13/82,10:15:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,170,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0009850-1980,Sample,Water,,8/11/80,14:15:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,80,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0015367-1983,Sample,Water,,10/5/83,13:30:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,210,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0011029-1981,Sample,Water,,7/23/81,10:30:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,170,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0017907-1983,Sample,Water,,11/21/83,12:30:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,400,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1979-0003420-1979,Sample,Water,,3/13/79,11:00:00,,NCLEGACY,,21NC01WQ-J7810000,,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0012618-1980,Sample,Water,,10/14/80,11:00:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0008782-1982,Sample,Water,,6/8/82,14:00:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,240,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0014824-1981,Sample,Water,,9/15/81,13:35:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,1200,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0007870-1983,Sample,Water,,6/2/83,12:00:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,120,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,1/16/02,10:00:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,490,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-01-SGR-CF-AMS2001-0,Sample,Water,,8/15/01,10:13:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,54,#/100ml,Final,Actual,Sample held beyond normal holding time.; Estimated value; value may not be accurate. The reported value failed to meet established quality control criteria for either precision or accuracy.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-00-SGR-CF-AMS2000-0,Sample,Water,,10/17/00,11:25:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,36,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-00-SGR-CF-AMS2000-0,Sample,Water,,11/27/00,12:42:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,730,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-01-SGR-CF-AMS2001-0,Sample,Water,,9/24/01,12:30:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,Sample held beyond normal holding time.; Estimated value; value may not be accurate. The reported value failed to meet established quality control criteria for either precision or accuracy.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0013608-1984,Sample,Water,,10/8/84,15:05:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0019596-1981,Sample,Water,,12/10/81,13:20:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0006853-1981,Sample,Water,,5/13/81,10:30:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,110,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0010902-1986,Sample,Water,,9/9/86,16:30:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,120,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0013781-1981,Sample,Water,,8/24/81,10:30:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,100,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0012635-1983,Sample,Water,,8/8/83,12:55:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,1000,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0013085-1977,Sample,Water,,9/3/77,14:20:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0014183-1982,Sample,Water,,8/16/82,10:15:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,240,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1979-0014615-1979,Sample,Water,,8/21/79,14:45:00,,NCLEGACY,,21NC01WQ-J7810000,,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,230,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1979-0008372-1979,Sample,Water,,6/6/79,14:15:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,780,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0015370-1983,Sample,Water,,10/5/83,10:45:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,80,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0002780-1982,Sample,Water,,2/22/82,10:35:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,110,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0012765-1976,Sample,Water,,9/29/76,14:45:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0007032-1975,Sample,Water,,3/20/75,10:00:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,600,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0000271-1980,Sample,Water,,1/9/80,12:55:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,180,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0004790-1977,Sample,Water,,4/19/77,15:00:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,200,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0007469-1983,Sample,Water,,5/24/83,10:30:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,210,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1979-0009462-1979,Sample,Water,,6/19/79,13:30:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,60,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0015312-1977,Sample,Water,,10/12/77,13:30:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,90,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0004251-1976,Sample,Water,,5/4/76,13:20:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,3900,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0009577-1975,Sample,Water,,4/29/75,10:40:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,80,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0002053-1976,Sample,Water,,3/2/76,12:30:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,860,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0001837-1975,Sample,Water,,1/23/75,13:00:00,,NCLEGACY,,21NC01WQ-J7570000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,7500,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0003773-1973,Sample,Water,,6/7/73,13:20:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,2/25/02,10:30:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,26,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-01-SGR-CF-AMS2001-0,Sample,Water,,1/18/01,10:15:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,4500,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-00-SGR-CF-AMS2000-0,Sample,Water,,6/20/00,10:45:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,27,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,3/18/97,12:30:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,200,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,11/12/97,10:10:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,2500,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-00-SGR-CF-AMS2000-0,Sample,Water,,8/24/00,11:01:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,36,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0006487-1983,Sample,Water,,5/9/83,14:25:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,200,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1979-0006847-1979,Sample,Water,,5/10/79,13:33:00,,NCLEGACY,,21NC01WQ-J7810000,,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0002221-1981,Sample,Water,,2/12/81,11:10:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,790,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0002297-1981,Sample,Water,,2/16/81,14:30:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,9/11/06,11:25:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,83,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,3/15/05,11:52:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,29,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,6/13/05,12:08:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,58,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,2/18/99,9:22:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,390,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,8/11/99,10:40:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,Estimated value; value not accurate.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,4/20/99,10:10:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,27,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,7/20/99,11:04:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,130,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,11/9/99,10:51:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,Estimated value; value not accurate.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,6/21/99,12:20:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,280,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,10/26/99,10:35:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,Estimated value; value not accurate.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,5/25/99,10:53:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,27,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,3/17/99,10:40:00,EST,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,240,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,7/11/06,11:42:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,33,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0007598-1986,Sample,Water,,7/7/86,14:00:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1995-0013705-1995,Sample,Water,,12/4/95,11:50:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0020109-1981,Sample,Water,,12/16/81,9:10:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,1500,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0003265-1984,Sample,Water,,3/8/84,14:10:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,120,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,10/24/06,9:42:00,EDT,NCAMBNT,,21NC02WQ-J7810000,,,,GRAB,GRAB,GRAB,,,Unknown,,Fecal Coliform,56,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0016539-1984,Sample,Water,,12/7/84,12:00:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,90,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0015165-1984,Sample,Water,,11/9/84,11:30:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,380,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0016808-1984,Sample,Water,,12/11/84,13:10:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0019991-1982,Sample,Water,,12/1/82,13:55:00,,NCLEGACY,,21NC01WQ-J7810000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,90,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0017401-1982,Sample,Water,,10/13/82,10:20:00,,NCLEGACY,,21NC01WQ-J7739500,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,220,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
