OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,9/27/99,11:45:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,290,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,5/25/99,12:12:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,120,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,8/11/99,12:17:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,20,#/100ml,Final,Actual,Estimated value; value not accurate.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,3/20/06,12:30:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,5,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,12/12/05,11:54:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,110,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,11/22/04,11:30:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,57,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,2/15/06,11:56:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,12,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,9/11/06,12:32:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,100,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,11/28/06,11:40:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,110,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,1/20/99,10:30:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,180,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,2/18/99,10:56:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,67,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,9/14/99,12:24:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,310,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008122-1975,Sample,Water,,4/8/75,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6330000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,Total,20,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1971-0001552-1971,Sample,Water,,3/30/71,12:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6130000,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,Total,450,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0006690-1975,Sample,Water,,3/13/75,12:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6330000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,Total,850,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,7/20/99,12:22:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,20,#/100ml,Final,Actual,Estimated value; value not accurate.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-03-SGR-CF-AMS2003-0,Sample,Water,,5/20/03,11:00:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,160,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,9/23/02,10:44:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,38,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,1/23/07,11:40:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,360,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,2/19/07,11:15:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,16,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,1/12/05,13:40:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,REVISED 02/17/05,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,43,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,7/11/05,12:00:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,31,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,7/23/07,12:55:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,150,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,7/12/04,11:40:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,17,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,9/24/07,13:40:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,24,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,2/15/05,12:05:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,REVISED 03/18/05,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,21,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,4/19/05,11:27:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,26,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,6/13/05,13:06:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,73,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,3/15/05,14:04:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,17,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,8/24/05,11:58:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,170,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,3/16/98,11:24:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,,,Final,Actual,Reported as <10 #/100ml; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,5/12/97,9:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,10/14/97,12:50:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,3/15/04,14:20:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,17,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,9/16/97,12:57:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,12/17/97,12:00:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,10/27/98,12:45:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,,,Final,Actual,Reported as <10 #/100ml; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1971-0005399-1971,Sample,Water,,6/23/71,12:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6130000,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,Total,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,6/15/04,12:20:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,41,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,2/23/04,12:20:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,18,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,5/19/04,12:55:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,23,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-01-SGR-CF-AMS2001-0,Sample,Water,,8/15/01,11:24:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,91,#/100ml,Final,Actual,Sample held beyond normal holding time.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,11/15/05,10:53:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,27,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0007872-1973,Sample,Water,,7/16/73,12:05:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6130000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,Total,700,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1970-0007214-1970,Sample,Water,,9/17/70,13:20:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6130000,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,Total,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,6/12/07,11:50:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,47,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,4/16/07,13:50:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,1000,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,10/22/07,12:00:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,15,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,8/27/07,12:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,42,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,1/28/04,13:15:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,19,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1971-0009222-1971,Sample,Water,,8/26/71,9:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6130000,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,Total,100,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0006678-1975,Sample,Water,,3/13/75,11:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6130000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,Total,80,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,8/20/02,12:05:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,60,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,9/21/04,12:50:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,Hurricane Ivan affected NC September 16 & 17,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,240,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,10/18/04,12:25:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,100,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,11/18/02,11:45:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,250,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,4/23/02,12:02:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,11,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-03-SGR-CF-AMS2003-0,Sample,Water,,3/26/03,12:00:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,31,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,8/19/98,11:40:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,33,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-01-SGR-CF-AMS2001-0,Sample,Water,,11/6/01,11:30:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,6,#/100ml,Final,Actual,Sample held beyond normal holding time.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-03-SGR-CF-AMS2003-0,Sample,Water,,12/9/03,13:10:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,47,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-01-SGR-CF-AMS2001-0,Sample,Water,,12/5/01,11:00:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,38,#/100ml,Final,Actual,Sample held beyond normal holding time.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,7/13/98,13:33:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,27,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,9/17/98,12:40:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,45,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,11/23/98,12:25:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J6150000,,,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,Total,18,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008107-1975,Sample,Water,,4/8/75,13:20:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6130000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,Total,50,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
