OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,ProviderName
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-M390000S,ALBEMARLE SOUND NR FROG ISLAND S SHORE,Estuary,3010205,,,35.96945,-75.97953,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,177,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-M5000000,PERQUIMANS RIV AT SR 1336 AT HERTFORD,Estuary,3010205,,,36.19387,-76.46611,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,143,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-M610000C,ALBEMARLE SOUND BETWEEN HARVEY PT AND MILL PT MID CHANNEL,Estuary,3010205,,,36.02151,-76.30602,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,177,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-M610000N,ALBEMARLE SOUND BETWEEN HARVEY PT AND MILL PT N SHORE,Estuary,3010205,,,36.08348,-76.29288,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,143,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-M610000S,ALBEMARLE SOUND BETWEEN HARVEY PT AND MILL PT S SHORE,Estuary,3010205,,,35.96353,-76.31261,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,177,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-M6920000,KENDRICK CRK AT SR 1300 AT MACKEYS,Estuary,3010205,,,35.92995,-76.60983,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,187,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-M6980000,SCUPPERNONG RIV AT SR 1105 NR COLUMBIA,River/Stream,3010205,,,35.87762,-76.33761,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,177,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-M7175000,ALLIGATOR RIV AT US 64 NR ALLIGATOR,Estuary,3010205,,,35.89859,-76.00978,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,177,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N0150000,DAN RIV AT NC 704 NR FRANCISCO,River/Stream,3010103,,,36.51459,-80.30282,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,169,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N1400000,MAYO RIV AT SR 1358 NR PRICE,River/Stream,3010103,,,36.53514,-79.99117,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,157,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N2300000,DAN RIV AT SR 2150 NR WENTWORTH,River/Stream,3010103,,,36.41055,-79.82693,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,157,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N2430000,SMITH RIV AT SR 1714 NR EDEN,River/Stream,3010103,,,36.52087,-79.75281,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,157,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N2450000,SMITH RIV AT NC 14 AT EDEN,River/Stream,3010103,,,36.525,-79.766,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,157,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N3000000,DAN RIV AT SR 1761 NR MAYFIELD,River/Stream,3010103,,,36.54142,-79.60525,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,157,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N3500000,DAN RIV AT NC 57 AT VA LINE AT MILTON,River/Stream,3010104,,,36.54079,-79.21422,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,33,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N4110000,HYCO CRK AT US 158 NR LEASBURG,River/Stream,3010104,,,36.399,-79.197,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,33,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N4250000,HYCO RIV BELOW AFTERBAY DAM NR MCGHEES MILL,River/Stream,3010104,,,36.52353,-78.996,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,145,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N4400000,MARLOWE CRK AT SR 1322 NR WOODSDALE,River/Stream,3010104,,,36.48325,-78.97941,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,145,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N4590000,MAYO CRK AT SR 1501 NR BETHEL HILL,River/Stream,3010104,,,36.54021,-78.87362,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,145,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N5000000,NUTBUSH CRK AT SR 1317 NR HENDERSON,River/Stream,3010102,,,36.36914,-78.40834,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,181,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N6400000,SMITH CRK AT US 1 NR PASCHALL,River/Stream,3010106,,,36.54087,-78.19514,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,185,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N7300000,ROANOKE RIV AT NC 48 AT ROANOKE RAPIDS,River/Stream,3010107,,,36.48151,-77.64526,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,131,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N8200000,ROANOKE RIV AT US 258 NR SCOTLAND NECK,River/Stream,3010107,,,36.20925,-77.38387,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,131,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N8300000,ROANOKE RIV AT NC 11 NR LEWISTON,River/Stream,3010107,,,36.014,-77.21487,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,15,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N8550000,ROANOKE RIV AT US 13 AND US 17 AT WILLIAMSTON,River/Stream,3010107,,,35.85986,-77.04009,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,15,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N8950000,CASHIE RIV AT SR 1219 NR LEWISTON,River/Stream,3010107,,,36.12376,-77.1214,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,15,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N9250000,ROANOKE RIV 1.3 MI UPS WELCH CRK NR PLYMOUTH,River/Stream,3010107,,,35.86767,-76.78541,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,15,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N9600000,ROANOKE RIV AT NC 45 AT SANS SOUCI,River/Stream,3010107,,,35.91469,-76.72252,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,15,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-N9700000,ALBEMARLE SOUND AT BATCHELOR BAY NR BLACK WALNUT,Estuary,3010205,,,35.96509,-76.67454,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,15,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O0100000,TAR RIV AT NC 96 NR TAR RIVER,River/Stream,3020101,,,36.19472,-78.58292,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,77,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O0600000,FISHING CRK AT SR 1643 NR CLAY,River/Stream,3020101,,,36.22317,-78.57568,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,77,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O1100000,TAR RIV AT US 401 AT LOUISBURG,River/Stream,3020101,,,36.09438,-78.29766,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,69,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O2000000,TAR RIV AT SR 1001 NR BUNN,River/Stream,3020101,,,36.00228,-78.24334,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,69,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O3180000,TAR RIV AT NC 97 AT ROCKY MOUNT,River/Stream,3020101,,,35.95438,-77.7874,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,65,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O3600000,TAR RIV AT SR 1252 NR HARTSEASE,River/Stream,3020101,,,35.9409,-77.65511,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,65,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O3830000,SANDY CRK AT SR 1432 NR GUPTON,River/Stream,3020101,,,36.17785,-78.19089,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,69,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O3865000,SWIFT CRK AT NC 43 NR HILLIARDSTON,River/Stream,3020101,,,36.11816,-77.93151,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,127,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O3870000,SWIFT CRK AT SR 1310 AT HILLIARDSTON,River/Stream,3020101,,,36.11175,-77.92122,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,127,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O4000000,SWIFT CRK AT SR 1253 NR LEGGETT,River/Stream,3020101,,,35.96679,-77.5854,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,65,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O4680000,FISHING CRK AT US 301 NR ENFIELD,River/Stream,3020102,,,36.15094,-77.69267,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,65,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O5250000,TAR RIV AT NC 33 AND US 64 BUS AT TARBORO,River/Stream,3020103,,,35.89352,-77.53233,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,65,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O6200000,TAR RIV AT NC 222 NR FALKLAND,River/Stream,3020103,,,35.69624,-77.48949,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,147,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O6205000,CONETOE CRK AT SR 1409 NR BETHEL,River/Stream,3020103,,,35.77427,-77.46384,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,147,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O6300000,TAR RIV AT US 13 AT GREENVILLE,River/Stream,3020103,,,35.617,-77.39,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,147,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O6340000,CHICOD CRK AT SR 1565 NR BLACK JACK,River/Stream,3020103,,,35.499,-77.167,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O6360000,CHICOD CRK AT SR 1565 NR BOYDS CROSSROADS,River/Stream,3020103,,,35.535,-77.189,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,147,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O6420000,COW SWAMP AT SR 1756 NR HAMS CROSSROADS,River/Stream,3020103,,,35.535,-77.228,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,147,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O6450000,CHICOD CRK AT SR 1760 NR SIMPSON,River/Stream,3020103,,,35.56149,-77.23047,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,147,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O6470000,JUNIPER BRANCH AT SR 1766 NR SIMPSON,River/Stream,3020103,,,35.565,-77.246,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,147,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O6500000,TAR RIV AT SR 1565 NR GRIMESLAND,River/Stream,3020103,,,35.57404,-77.17542,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,147,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O7300000,TRANTERS CRK AT SR 1403 NR WASHINGTON,River/Stream,3020103,,,35.56297,-77.0864,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O7650000,PAMLICO RIV AT US 17 AT WASHINGTON,Estuary,3020104,,,35.54321,-77.06152,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O7680000,PAMLICO RIV AT CM 16 NR WHICHARD BEACH,Estuary,3020104,,,35.50791,-77.02034,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O7710000,CHOCOWINITY BAY ABOVE SILAS CRK NR WHICHARD BEACH,Estuary,3020104,,,35.5031,-77.04231,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O787000C,PAMLICO RIV AT MOUTH OF BROAD CRK NR BUNYON MID CHANNEL,Estuary,3020104,,,35.46183,-76.95956,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O787000N,PAMLICO RIV AT MOUTH OF BROAD CRK NR BUNYON N SHORE,Estuary,3020104,,,35.48094,-76.95642,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O787000S,PAMLICO RIV AT MOUTH OF BROAD CRK NR BUNYON S SHORE,Estuary,3020104,,,35.44533,-76.96217,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O8495000,BATH CRK AT NC 92 NR BATH,Estuary,3020104,,,35.47745,-76.81692,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O8498000,PAMLICO RIV AT CM 5 NR CORE POINT,Estuary,3020104,,,35.43048,-76.84144,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O865000C,PAMLICO RIV AT CM 4 NR GUM POINT MID CHANNEL,Estuary,3020104,,,35.40471,-76.76707,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O865000N,PAMLICO RIV AT CM 4 NR GUM POINT N SHORE,Estuary,3020104,,,35.41285,-76.76343,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O865000S,PAMLICO RIV AT CM 4 NR GUM POINT S SHORE,Estuary,3020104,,,35.38992,-76.77234,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9059000,PAMLICO RIV AT HICKORY PT NR SOUTH CRK,Estuary,3020104,,,35.38542,-76.68372,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9750500,PUNGO CRK AT NC 92 AT SIDNEY CROSSROADS,Estuary,3020104,,,35.49938,-76.67239,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9751000,PANTEGO CRK AT NC 92 AT BELHAVEN,Estuary,3020104,,,35.54248,-76.6363,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9755000,VAN SWAMP AT NC 32 NR HOKE,Canal Drainage,3020104,,,35.73038,-76.74653,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,187,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9757230,Canal A at Allen Rd and South Lake Rd at Pungo NWR,Canal Drainage,3020104,,,35.6884,-76.5253,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,95,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9757250,Canal A beside Allen Rd NW of Rose Acres Farms nr Ponzer,Canal Drainage,3020104,,,35.6519,-76.5339,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,95,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9757350,Canal B beside Boerma Rd NE of Rose Acres Farms nr Ponzer,Canal Drainage,3020104,,,35.6498,-76.5162,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,95,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9757359,Unnamed Canal to Canal B at Rose Acres Farms nr Ponzer,Canal Drainage,3020104,,,35.6408,-76.5185,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,95,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9757370,Canal B beside Boerma Rd SE of Rose Acres Farms nr Ponzer,Canal Drainage,3020104,,,35.6319,-76.5204,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,95,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9757395,Canal B at NC 45 nr Ponzer,Canal Drainage,3020104,,,35.6004,-76.5292,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,95,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O9758500,PUNGO RIV AT US 264 NR PONZER,Estuary,3020104,,,35.57135,-76.50152,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O982500C,PAMLICO RIV BETWEEN MOUTHS OF PUNGO RIV AND GOOSE CRK MID CH,Estuary,3020104,,,35.36185,-76.58059,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O982500N,PAMLICO RIV BETWEEN MOUTHS OF PUNGO RIV AND GOOSE CRK N SHOR,Estuary,3020104,,,35.37737,-76.5596,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,13,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-O982500S,PAMLICO RIV BETWEEN MOUTHS OF PUNGO RIV AND GOOSE CRK S SHOR,Estuary,3020104,,,35.34017,-76.59578,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,137,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P0600000,NEW RIV AT SR 1314 NR GUM BRANCH,River/Stream,3020302,,,34.84897,-77.51961,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P1200000,NEW RIV AT US 17 AT JACKSONVILLE,Estuary,3020302,,,34.75304,-77.43433,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P2105000,BRINSON CRK AT MOUTH AT JACKSONVILLE,Estuary,3020302,,,34.73543,-77.43875,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P2113000,NEW RIV AT WILSON BAY AT CENTER POINT,Estuary,3020302,,,34.73854,-77.42746,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P2210000,NEW RIV AT CM 55 AT JACKSONVILLE,Estuary,3020302,,,34.72783,-77.42696,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P2300000,NEW RIV AT MUMFORD PT NR JACKSONVILLE,Estuary,3020302,,,34.717,-77.425,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P3100000,LITTLE NORTHEAST CRK AT SR 1406 NR JACKSONVILLE,River/Stream,3020302,,,34.74835,-77.32925,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P3700000,NORTHEAST CRK AT NC 24 AT JACKSONVILLE,Estuary,3020302,,,34.73479,-77.35358,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P3960000,NORTHEAST CRK ABOVE PARADISE POINT,Estuary,3020302,,,34.72639,-77.39556,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P4000000,NORTHEAST CRK NR JACKSONVILLE,Estuary,3020302,,,34.718,-77.403,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P4075000,SOUTHWEST CRK AT CM 2 NR CAMP LEJEUNE,Estuary,3020302,,,34.69467,-77.42463,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P4100000,SOUTHWEST CRK AT THE NARROWS,Estuary,3020302,,,34.68399,-77.42621,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P4200000,NEW RIV AT CM 47 IN MORGAN BAY,Estuary,3020302,,,34.68839,-77.39716,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P4400000,WALLACE CRK AT MAIN SERVICE RD AT CAMP LEJEUNE,Estuary,3020302,,,34.68172,-77.35857,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P4570000,NEW RIV AT CM 43 AT TOWN PT,Estuary,3020302,,,34.66959,-77.36359,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P4600000,NEW RIV UPS OF FRENCHS CRK,Estuary,3020302,,,34.64669,-77.34755,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P4700000,NEW RIV AT CM 37 AT GREY PT,Estuary,3020302,,,34.62658,-77.36771,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P4750000,NEW RIV AT NC 172 NR SNEADS FERRY,Estuary,3020302,,,34.57847,-77.39893,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P6400000,WHITE OAK RIV AT SR 1442 NR STELLA,Estuary,3020301,,,34.77486,-77.15383,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,133,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P6850000,WHITE OAK RIV AT NC 24 AT SWANSBORO,Estuary,3020301,,,34.68271,-77.11291,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P7300000,NEWPORT RIV AT SR 1247 AT NEWPORT,River/Stream,3020301,,,34.78054,-76.85971,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P8700000,NEWPORT RIV AT CM G1 AT NEWPORT MARSHES,Estuary,3020301,,,34.73793,-76.67825,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P8750000,CALICO CRK AT SR 1243 AT MOREHEAD CITY,Estuary,3020301,,,34.73383,-76.74269,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P8800000,CALICO CRK AT SR 1176 AT MOREHEAD CITY,Estuary,3020301,,,34.728,-76.731,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P8965500,MOREHEAD CITY HARBOR AT CM G17 NR MOREHEAD CITY,Estuary,3020301,,,34.69518,-76.67389,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P8975000,NORTH RIV AT US 70 NR BETTIE,Estuary,3020301,,,34.78901,-76.61005,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P8976000,WARD CRK AT US 70 NR OTWAY,Estuary,3020301,,,34.78086,-76.57383,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P8978000,BROAD CRK AT US 70 NR MASONTOWN,Estuary,3020105,,,34.8798,-76.41476,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P8990000,NORTH RIV AT CM 56 NR BEAUFORT,Estuary,3020301,,,34.70372,-76.59821,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-P9580000,BOGUE SOUND AT CM G15 NR SALTER PATH,Estuary,3020301,,,34.72414,-76.85134,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,31,STORET
