OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,ProviderName
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0004308-1976,Sample,Water,,5/5/76,14:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008224-1975,Sample,Water,,4/9/75,11:25:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0013391-1977,Sample,Water,,9/12/77,14:00:00,,1,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream¶50 sampling points in cross section,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,80,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0009288-1975,Sample,Water,,4/24/75,13:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0007308-1976,Sample,Water,,7/8/76,13:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,3000,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0000109-1977,Sample,Water,,1/5/77,13:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0022799-1974,Sample,Water,,10/16/74,12:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0012920-1974,Sample,Water,,7/10/74,17:25:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8612000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,410,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1996-0007953-1996,Sample,Water,,6/25/96,15:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,36,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0024787-1974,Sample,Water,,11/13/74,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0001054-1976,Sample,Water,,2/10/76,11:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0011373-1975,Sample,Water,,5/20/75,11:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,80,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0002028-1976,Sample,Water,,3/2/76,10:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0001961-1976,Sample,Water,,3/1/76,18:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0020298-1975,Sample,Water,,10/30/75,11:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,690,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0007164-1975,Sample,Water,,3/25/75,11:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0018239-1975,Sample,Water,,9/10/75,11:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,9600,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0014139-1974,Sample,Water,,7/23/74,13:37:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8612000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,1500,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0014385-1974,Sample,Water,,7/24/74,12:55:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,390,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0014142-1974,Sample,Water,,7/23/74,14:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,2400,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0014382-1974,Sample,Water,,7/24/74,13:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8612000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,410,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0012127-1976,Sample,Water,,9/22/76,13:59:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,380,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0009472-1976,Sample,Water,,8/12/76,14:14:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0011245-1977,Sample,Water,,8/10/77,12:45:00,,1,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream¶50 sampling points in cross section,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0006212-1977,Sample,Water,,5/12/77,13:00:00,,1,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream¶50 sampling points in cross section,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,60,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0017558-1975,Sample,Water,,8/27/75,11:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0014717-1976,Sample,Water,,11/2/76,13:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0013165-1976,Sample,Water,,10/7/76,14:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0001764-1975,Sample,Water,,1/23/75,13:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0015771-1975,Sample,Water,,7/29/75,10:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,190,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0006268-1975,Sample,Water,,3/10/75,13:05:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,80,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0020496-1975,Sample,Water,,11/6/75,11:35:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,400,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0005485-1976,Sample,Water,,6/2/76,15:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0003240-1976,Sample,Water,,4/7/76,13:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0017364-1973,Sample,Water,,12/12/73,15:35:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,1300,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0012849-1975,Sample,Water,,6/9/75,15:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8640000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0012379-1984,Sample,Water,,9/12/84,14:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,230,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0008027-1984,Sample,Water,,6/18/84,15:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,60,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0005013-1983,Sample,Water,,4/12/83,13:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0012401-1980,Sample,Water,,10/8/80,14:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0003860-1984,Sample,Water,,3/19/84,13:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,60,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0006646-1981,Sample,Water,,5/12/81,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0016253-1981,Sample,Water,,10/13/81,12:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,240,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0002667-1980,Sample,Water,,3/11/80,15:22:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0001322-1981,Sample,Water,,1/29/81,16:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1978-0001369-1978,Sample,Water,,2/6/78,12:45:00,,1,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream¶50 sampling points in cross section,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0007122-1975,Sample,Water,,3/24/75,15:25:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0010342-1975,Sample,Water,,5/7/75,11:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,25000,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0019242-1975,Sample,Water,,10/2/75,13:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,190,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0003246-1976,Sample,Water,,4/7/76,13:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8740000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0013851-1974,Sample,Water,,7/18/74,0:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8740000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,920,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0012929-1974,Sample,Water,,7/10/74,15:25:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8740000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,2200,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1971-0006165-1971,Sample,Water,,7/6/71,14:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,80,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0012926-1974,Sample,Water,,7/10/74,14:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8732000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,2100,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0015432-1984,Sample,Water,,11/14/84,15:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,170,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,3/22/07,11:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8725000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,90,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0017726-1981,Sample,Water,,11/9/81,14:22:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,60,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0006351-1983,Sample,Water,,5/5/83,15:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,130,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0008409-1980,Sample,Water,,7/8/80,13:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,19000,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0008256-1981,Sample,Water,,6/3/81,15:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0000435-1984,Sample,Water,,1/10/84,14:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,120,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0004652-1983,Sample,Water,,3/31/83,15:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8900000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,9/12/07,11:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8725000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,120,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,5/15/06,12:25:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8725000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,210,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,1/18/06,13:15:00,EST,0.1,m,NCAMBNT,,21NC02WQ-B8725000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,280,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,6/8/05,13:20:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8725000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,290,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,10/18/04,13:15:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8725000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,80,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-03-SGR-CF-AMS2003-0,Sample,Water,,2/13/03,13:05:00,EST,0.1,m,NCAMBNT,,21NC02WQ-B8725000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,33,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
