OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0018954-1974,Sample,Water,,9/3/74,14:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6010100,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,480,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0000575-1975,Sample,Water,,1/9/75,14:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6010100,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,40,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1991-0006769-1991,Sample,Water,,8/15/91,10:35:00,,0.49,ft,NCLEGACY,,21NC01WQ-J6023010,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1988-0005938-1988,Sample,Water,,7/14/88,11:00:00,,0.49,ft,NCLEGACY,,21NC01WQ-J6023010,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0004220-1983,Sample,Water,,3/24/83,11:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,10,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0008773-1985,Sample,Water,,7/18/85,12:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,40,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0012474-1984,Sample,Water,,9/14/84,12:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,2400,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0010893-1986,Sample,Water,,9/9/86,15:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,390,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0017395-1982,Sample,Water,,10/13/82,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,570,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0015144-1983,Sample,Water,,9/29/83,11:20:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,220,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0008642-1981,Sample,Water,,6/10/81,11:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,290,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0006901-1977,Sample,Water,,5/24/77,10:45:00,,1,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,27000,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1978-0007039-1978,Sample,Water,,5/18/78,11:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5495000,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0011626-1977,Sample,Water,,8/15/77,11:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,20,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0016240-1977,Sample,Water,,11/2/77,11:30:00,,1,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,110,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0013699-1975,Sample,Water,,6/19/75,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,20,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0012393-1975,Sample,Water,,6/2/75,12:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,30,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0010399-1975,Sample,Water,,5/7/75,12:25:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,30,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0011394-1975,Sample,Water,,5/20/75,13:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,260,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0003724-1974,Sample,Water,,3/21/74,12:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,20,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0027106-1974,Sample,Water,,12/18/74,15:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,30,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0020108-1974,Sample,Water,,9/16/74,11:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6010600,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0018273-1974,Sample,Water,,8/27/74,12:05:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6010600,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,30,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0018275-1974,Sample,Water,,8/27/74,12:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6010600,X-sec location horizontal: 25.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0014789-1974,Sample,Water,,7/29/74,15:05:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6010600,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0024131-1974,Sample,Water,,11/4/74,10:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,40,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0018240-1974,Sample,Water,,8/27/74,14:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,160,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0014497-1974,Sample,Water,,7/24/74,12:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,100,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0022512-1974,Sample,Water,,10/14/74,12:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,20,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0021880-1974,Sample,Water,,10/7/74,13:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,80,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0011249-1980,Sample,Water,,9/11/80,13:20:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0020103-1981,Sample,Water,,12/16/81,10:05:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,60,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0000847-1986,Sample,Water,,1/20/86,11:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0000638-1984,Sample,Water,,1/12/84,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,140,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0006103-1982,Sample,Water,,4/22/82,11:20:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,20,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0003009-1982,Sample,Water,,2/24/82,11:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,10,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0003981-1984,Sample,Water,,3/21/84,11:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,1500,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0009119-1984,Sample,Water,,7/12/84,13:05:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,140,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0011837-1984,Sample,Water,,8/29/84,13:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,170,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0008542-1984,Sample,Water,,6/28/84,9:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,20,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0005645-1984,Sample,Water,,4/25/84,11:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,80,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0012277-1980,Sample,Water,,10/6/80,13:05:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,20,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0016023-1984,Sample,Water,,11/28/84,10:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,290,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0014464-1984,Sample,Water,,10/25/84,10:35:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,130,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0012175-1983,Sample,Water,,7/28/83,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,100,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0016742-1981,Sample,Water,,10/21/81,13:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0004445-1982,Sample,Water,,3/24/82,11:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,210,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0020458-1982,Sample,Water,,12/9/82,10:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,320,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0019509-1982,Sample,Water,,11/16/82,11:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,70,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0009012-1982,Sample,Water,,6/10/82,12:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,30,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0014458-1984,Sample,Water,,10/25/84,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,60,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0016017-1984,Sample,Water,,11/28/84,11:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,40,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0013766-1981,Sample,Water,,8/24/81,12:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,540,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0019499-1982,Sample,Water,,11/16/82,12:20:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,110,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0001061-1981,Sample,Water,,1/26/81,11:20:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,610,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1978-0001572-1978,Sample,Water,,2/9/78,12:00:00,,2,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,260,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0012273-1986,Sample,Water,,10/8/86,13:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,70,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0015667-1985,Sample,Water,,12/9/85,14:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,30,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0013735-1985,Sample,Water,,10/24/85,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,10,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0000603-1983,Sample,Water,,1/13/83,11:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,140,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0010711-1982,Sample,Water,,7/13/82,16:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,4200,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0012329-1977,Sample,Water,,8/23/77,14:20:00,,2,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,80,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0017356-1977,Sample,Water,,12/1/77,13:15:00,,1,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,510,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0017487-1974,Sample,Water,,8/20/74,12:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-J6010600,X-sec location horizontal: 75.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,0,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0006605-1974,Sample,Water,,4/30/74,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7150000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,130,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0002322-1980,Sample,Water,,2/25/80,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,860,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1979-0006759-1979,Sample,Water,,5/9/79,13:00:00,,6,ft,NCLEGACY,,21NC01WQ-J5450000,,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,130,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0016480-1982,Sample,Water,,9/28/82,12:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J5450000,X-sec location horizontal: 50.0% from R bank facing upstream,,,,,LEGACY,LEGACY,LEGACY,,Unknown,,,Fecal Coliform,Total,70,#/100ml,,Final,,Actual,,FEC_MF,21NC01WQ,,,,,,,STORET
