OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityStartTime/Time,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,MonitoringLocationIdentifier,HydrologicEvent,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-070000278,Sample-Routine,Water,7/17/12,12:10:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,3500,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-070000239,Sample-Routine,Water,7/17/12,14:40:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,1455,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-070000265,Sample-Routine,Water,7/17/12,12:25:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,210,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001973232,Sample-Routine,Water,7/19/12,14:35:00,0.1,m,NCAMBNT,21NC03WQ-B9190500,,Fecal Coliform,,67,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001973284,Sample-Routine,Water,7/19/12,13:25:00,0.1,m,NCAMBNT,21NC03WQ-B9470000,,Fecal Coliform,,130,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001973206,Sample-Routine,Water,7/19/12,15:40:00,0.1,m,NCAMBNT,21NC03WQ-B9090000,,Fecal Coliform,,130,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001973258,Sample-Routine,Water,7/19/12,14:00:00,0.1,m,NCAMBNT,21NC03WQ-B9196000,,Fecal Coliform,,190,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-070000252,Sample-Routine,Water,7/23/12,12:10:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,13000,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001973292,Sample-Routine,Water,8/22/12,12:45:00,0.1,m,NCAMBNT,21NC03WQ-B9470000,,Fecal Coliform,,260,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001973266,Sample-Routine,Water,8/22/12,13:25:00,0.1,m,NCAMBNT,21NC03WQ-B9196000,,Fecal Coliform,,200,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001973214,Sample-Routine,Water,8/22/12,14:30:00,0.1,m,NCAMBNT,21NC03WQ-B9090000,,Fecal Coliform,,77,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001973240,Sample-Routine,Water,8/22/12,14:00:00,0.1,m,NCAMBNT,21NC03WQ-B9190500,,Fecal Coliform,,110,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-080000252,Sample-Routine,Water,8/28/12,13:00:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,217,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-080000200,Sample-Routine,Water,8/28/12,12:05:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,5100,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-080000239,Sample-Routine,Water,8/28/12,12:35:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,1637,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-080000226,Sample-Routine,Water,8/28/12,11:15:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,370,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-080000278,Sample-Routine,Water,8/29/12,12:40:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,1728,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-080000265,Sample-Routine,Water,8/29/12,12:30:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,6000,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998078,Sample-Routine,Water,9/11/12,15:30:00,0.1,m,NCAMBNT,21NC03WQ-B9190500,,Fecal Coliform,,97,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-090000278,Sample-Routine,Water,9/11/12,11:25:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,190,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-090000239,Sample-Routine,Water,9/11/12,13:35:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,181,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-090000252,Sample-Routine,Water,9/11/12,13:50:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,181,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998104,Sample-Routine,Water,9/11/12,14:50:00,0.1,m,NCAMBNT,21NC03WQ-B9196000,,Fecal Coliform,,97,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998130,Sample-Routine,Water,9/11/12,14:10:00,0.1,m,NCAMBNT,21NC03WQ-B9470000,,Fecal Coliform,,83,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-090000226,Sample-Routine,Water,9/11/12,12:30:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,10,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998052,Sample-Routine,Water,9/11/12,16:30:00,0.1,m,NCAMBNT,21NC03WQ-B9090000,,Fecal Coliform,,120,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-090000265,Sample-Routine,Water,9/11/12,11:35:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,1819,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-090000200,Sample-Routine,Water,9/11/12,13:05:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,455,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998058,Sample-Routine,Water,10/4/12,15:35:00,0.1,m,NCAMBNT,21NC03WQ-B9090000,,Fecal Coliform,,190,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998084,Sample-Routine,Water,10/4/12,14:30:00,0.1,m,NCAMBNT,21NC03WQ-B9190500,,Fecal Coliform,,190,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998110,Sample-Routine,Water,10/4/12,13:45:00,0.1,m,NCAMBNT,21NC03WQ-B9196000,,Fecal Coliform,,140,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998136,Sample-Routine,Water,10/4/12,13:10:00,0.1,m,NCAMBNT,21NC03WQ-B9470000,,Fecal Coliform,,130,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-100000365,Sample-Routine,Water,10/16/12,11:20:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,100,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-100000347,Sample-Routine,Water,10/16/12,13:30:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,5600,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-100000275,Sample-Routine,Water,10/16/12,12:45:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,546,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-100000383,Sample-Routine,Water,10/16/12,11:10:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,728,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-100000311,Sample-Routine,Water,10/16/12,12:10:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,540,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-100000329,Sample-Routine,Water,10/16/12,13:15:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,260,cfu/100ml,Final,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998066,Sample-Routine,Water,11/6/12,15:45:00,0.1,m,NCAMBNT,21NC03WQ-B9090000,,Fecal Coliform,,35,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-110000329,Sample-Routine,Water,11/6/12,13:40:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,118,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-110000275,Sample-Routine,Water,11/6/12,13:10:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,64,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-110000365,Sample-Routine,Water,11/6/12,11:30:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,1640,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-110000347,Sample-Routine,Water,11/6/12,13:55:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,82,cfu/100ml,Final,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998144,Sample-Routine,Water,11/6/12,14:00:00,0.1,m,NCAMBNT,21NC03WQ-B9470000,,Fecal Coliform,,110,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-110000311,Sample-Routine,Water,11/6/12,12:30:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,181,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-110000383,Sample-Routine,Water,11/6/12,11:20:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,109,cfu/100ml,Final,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998118,Sample-Routine,Water,11/6/12,14:35:00,0.1,m,NCAMBNT,21NC03WQ-B9196000,,Fecal Coliform,,130,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998092,Sample-Routine,Water,11/6/12,15:15:00,0.1,m,NCAMBNT,21NC03WQ-B9190500,,Fecal Coliform,,72,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998098,Sample-Routine,Water,12/10/12,13:50:00,0.1,m,NCAMBNT,21NC03WQ-B9190500,,Fecal Coliform,,83,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998124,Sample-Routine,Water,12/10/12,13:15:00,0.1,m,NCAMBNT,21NC03WQ-B9196000,,Fecal Coliform,,93,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998072,Sample-Routine,Water,12/10/12,14:15:00,0.1,m,NCAMBNT,21NC03WQ-B9090000,,Fecal Coliform,,51,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001998150,Sample-Routine,Water,12/10/12,12:30:00,0.1,m,NCAMBNT,21NC03WQ-B9470000,,Fecal Coliform,,51,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-120000275,Sample-Routine,Water,12/11/12,12:55:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,109,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-120000347,Sample-Routine,Water,12/11/12,13:45:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,136,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-120000365,Sample-Routine,Water,12/11/12,11:30:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,546,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-120000383,Sample-Routine,Water,12/11/12,11:20:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,118,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-120000329,Sample-Routine,Water,12/11/12,13:25:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,230,cfu/100ml,Final,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2012-120000311,Sample-Routine,Water,12/11/12,12:15:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,1090,cfu/100ml,Final,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000018461,Sample-Routine,Water,1/9/13,12:45:00,0.1,m,NCAMBNT,21NC03WQ-B9470000,,Fecal Coliform,,160,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000018271,Sample-Routine,Water,1/9/13,13:10:00,0.1,m,NCAMBNT,21NC03WQ-B9196000,,Fecal Coliform,,100,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000018280,Sample-Routine,Water,1/9/13,13:45:00,0.1,m,NCAMBNT,21NC03WQ-B9190500,,Fecal Coliform,,100,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000018289,Sample-Routine,Water,1/9/13,14:10:00,0.1,m,NCAMBNT,21NC03WQ-B9090000,,Fecal Coliform,,27,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-010000257,Sample-Routine,Water,1/23/13,11:15:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,220,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-010000329,Sample-Routine,Water,1/23/13,13:25:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,360,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-010000311,Sample-Routine,Water,1/23/13,12:40:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,220,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-010000347,Sample-Routine,Water,1/23/13,13:35:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,240,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-010000293,Sample-Routine,Water,1/23/13,12:10:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,55,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-010000275,Sample-Routine,Water,1/23/13,11:30:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,10,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000020412,Sample-Routine,Water,2/6/13,15:40:00,0.1,m,NCAMBNT,21NC03WQ-B9190500,,Fecal Coliform,,45,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000020405,Sample-Routine,Water,2/6/13,15:00:00,0.1,m,NCAMBNT,21NC03WQ-B9196000,,Fecal Coliform,,53,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000020398,Sample-Routine,Water,2/6/13,14:10:00,0.1,m,NCAMBNT,21NC03WQ-B9470000,,Fecal Coliform,,96,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000020419,Sample-Routine,Water,2/6/13,16:05:00,0.1,m,NCAMBNT,21NC03WQ-B9090000,,Fecal Coliform,,19,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-020000347,Sample-Routine,Water,2/28/13,13:45:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,1000,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-020000311,Sample-Routine,Water,2/28/13,12:35:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,91,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-020000329,Sample-Routine,Water,2/28/13,13:25:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,340,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-020000275,Sample-Routine,Water,2/28/13,11:35:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,127,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-020000257,Sample-Routine,Water,2/28/13,11:15:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,728,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-020000293,Sample-Routine,Water,2/28/13,12:05:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,37,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000023316,Sample-Routine,Water,3/13/13,13:55:00,0.1,m,NCAMBNT,21NC03WQ-B9190500,,Fecal Coliform,,26,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000023309,Sample-Routine,Water,3/13/13,13:15:00,0.1,m,NCAMBNT,21NC03WQ-B9196000,,Fecal Coliform,,300,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
