OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,12/12/06,11:40:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,41,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,1/10/06,10:45:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,42,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,6/26/06,11:07:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,120,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,9/11/06,12:00:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,60,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,8/21/06,11:45:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,270,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,3/20/06,11:10:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,56,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,8/21/06,11:35:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,1300,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,5/16/06,10:56:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,270,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,10/24/06,10:08:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,62,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,1/11/06,10:10:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,30,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,5/17/06,10:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,110,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,5/25/99,11:17:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,180,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,9/11/02,10:45:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,110,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,2/25/04,11:50:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,47,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,4/16/07,13:00:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,2000,#/100ml,Final,Actual,"`Too many colonies were present; too numerous to count (TNTC), the numeric value represents the maximum number of counts typically accepted on a filter membrane (60 for fecal and 80 for total), multiplied by 100 and then divided by the smallest filtration volume analyzed.  This number is reported as a greater than value.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.`",,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,6/30/97,15:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,18,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,7/13/98,11:38:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,36,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,3/17/97,12:50:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,400,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,5/13/02,10:45:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,24,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,11/22/04,10:50:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,69,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-01-SGR-CF-AMS2001-0,Sample,Water,,12/3/01,11:15:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,20,#/100ml,Final,Actual,Sample held beyond normal holding time.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,9/17/97,11:43:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,54,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,2/19/07,10:47:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,40,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,1/23/07,10:22:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,1500,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,1/23/07,10:40:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,430,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,12/7/99,11:30:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,20,#/100ml,Final,Actual,Estimated value; value not accurate.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,9/28/99,11:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,3500,#/100ml,Final,Actual,,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,6/16/04,11:55:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,130,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,6/15/04,11:55:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,38,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,4/19/05,10:46:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,29,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,3/6/07,10:16:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,25,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,7/12/04,11:10:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,160,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,8/11/04,14:58:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,33,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,4/20/04,11:25:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,80,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,11/14/07,11:00:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,32,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,4/21/04,12:10:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,59,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,7/11/05,11:20:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,19,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,6/13/05,12:37:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,36,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,5/19/04,12:14:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,24,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,1/12/05,12:35:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,33,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,8/24/05,11:25:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,44,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,8/23/05,14:35:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,49,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,6/13/05,12:28:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,47,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,8/20/02,10:45:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,57,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,2/19/98,9:15:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,,,Final,Actual,Reported as <10 #/100ml; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,11/22/98,10:45:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,,,Final,Actual,Reported as <10 #/100ml; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,4/20/05,12:39:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,63,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,9/23/02,12:27:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,90,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-02-SGR-CF-AMS2002-0,Sample,Water,,8/13/02,13:40:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,9,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,5/14/97,14:00:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,9/16/97,11:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-99-SGR-CF-AMS1999-0,Sample,Water,,10/26/99,11:03:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,,,Final,Actual,Reported as <10 #/100ml; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,5/12/97,14:50:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,9222-D,APHA,,,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,10/19/05,10:20:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,87,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,1/11/05,10:55:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,73,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,9/24/07,12:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,81,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,10/23/07,11:15:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,28,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,11/28/06,10:46:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,REVISED REPORT 12/19/06,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,67,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,12/11/07,11:15:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,20,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,7/24/07,12:00:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,65,#/100ml,Final,Actual,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,12/12/05,11:09:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,90,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,,6/26/06,12:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,90,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,6/11/07,13:10:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-J7739550,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,40,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,11/14/07,14:05:00,EST,0.1,m,NCAMBNT,,21NC02WQ-J7450000,,,,GRAB,GRAB,GRAB,,Unknown,Fecal Coliform,34,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222-D,APHA,,,,,,1,#/100ml,STORET
